Player ID,Numer of times made above 95th % in Total Points,Numer of times made above 95th % in PPV,Average of value,Value<50,50<=Value<=100,100<Value
475,0,0,43.38888889,0,#N/A,#N/A
680,0,0,45,0,#N/A,#N/A
585,0,0,43.25,0,#N/A,#N/A
682,0,0,40,0,#N/A,#N/A
586,0,0,45,0,#N/A,#N/A
684,0,0,45,0,#N/A,#N/A
476,0,0,48.25,0,#N/A,#N/A
686,0,0,40,0,#N/A,#N/A
477,0,0,50,#N/A,0,#N/A
688,0,0,45,0,#N/A,#N/A
420,0,0,45,0,#N/A,#N/A
690,0,0,40,0,#N/A,#N/A
590,0,0,45,0,#N/A,#N/A
692,0,0,45,0,#N/A,#N/A
591,0,0,45,0,#N/A,#N/A
694,0,0,40,0,#N/A,#N/A
592,0,0,45,0,#N/A,#N/A
696,0,0,45,0,#N/A,#N/A
593,0,0,40,0,#N/A,#N/A
428,0,0,56.97142857,#N/A,0,#N/A
479,0,0,43.19444444,0,#N/A,#N/A
429,0,0,39.74285714,0,#N/A,#N/A
595,0,0,40,0,#N/A,#N/A
525,0,0,42.72972973,0,#N/A,#N/A
208,0,0,40,0,#N/A,#N/A
188,0,0,46.75675676,0,#N/A,#N/A
292,0,0,49.06060606,0,#N/A,#N/A
214,0,0,39.13888889,0,#N/A,#N/A
78,0,0,52.88888889,#N/A,0,#N/A
215,0,0,38.97222222,0,#N/A,#N/A
174,0,0,47.37837838,0,#N/A,#N/A
216,0,0,44.05882353,0,#N/A,#N/A
111,0,0,47.5,0,#N/A,#N/A
84,1,0,50,#N/A,0,#N/A
316,0,0,44.39393939,0,#N/A,#N/A
48,0,0,60,#N/A,0,#N/A
28,0,0,45,0,#N/A,#N/A
49,0,0,59.02777778,#N/A,0,#N/A
348,0,0,43.38888889,0,#N/A,#N/A
220,0,0,44.11764706,0,#N/A,#N/A
288,0,0,47.44736842,0,#N/A,#N/A
2,0,0,48.4,0,#N/A,#N/A
179,0,0,42.56756757,0,#N/A,#N/A
222,0,0,43.32352941,0,#N/A,#N/A
304,0,0,48.21212121,0,#N/A,#N/A
223,0,0,43.70588235,0,#N/A,#N/A
312,0,0,43.39393939,0,#N/A,#N/A
51,0,0,43.30555556,0,#N/A,#N/A
75,0,0,39.19444444,0,#N/A,#N/A
30,0,0,43.33333333,0,#N/A,#N/A
121,0,0,47.41176471,0,#N/A,#N/A
226,2,0,59.08823529,#N/A,0,#N/A
336,0,0,47.27777778,0,#N/A,#N/A
135,0,0,41.77777778,0,#N/A,#N/A
210,0,0,48.19444444,0,#N/A,#N/A
136,0,0,44.30555556,0,#N/A,#N/A
172,0,0,47.2972973,0,#N/A,#N/A
53,0,0,48.25,0,#N/A,#N/A
1,0,0,67.62857143,#N/A,0,#N/A
230,0,0,52,#N/A,0,#N/A
177,0,0,50.72972973,#N/A,0,#N/A
31,0,0,42.63888889,0,#N/A,#N/A
294,0,0,48.24242424,0,#N/A,#N/A
55,0,0,42.89473684,0,#N/A,#N/A
180,0,0,47.51351351,0,#N/A,#N/A
56,0,0,39.77142857,0,#N/A,#N/A
71,0,0,54.11111111,#N/A,0,#N/A
234,0,0,47.44117647,0,#N/A,#N/A
72,0,0,55,#N/A,0,#N/A
94,0,0,39.18918919,0,#N/A,#N/A
190,0,0,48.2972973,0,#N/A,#N/A
32,0,0,39.5,0,#N/A,#N/A
314,0,0,48.21212121,0,#N/A,#N/A
237,0,0,43.23529412,0,#N/A,#N/A
318,0,0,42.48484848,0,#N/A,#N/A
143,0,0,47.47222222,0,#N/A,#N/A
196,0,0,38.36111111,0,#N/A,#N/A
58,0,0,43.36111111,0,#N/A,#N/A
3,1,0,54.37142857,#N/A,0,#N/A
145,0,0,38.80555556,0,#N/A,#N/A
330,0,0,52.38888889,#N/A,0,#N/A
59,0,0,48.05555556,0,#N/A,#N/A
82,0,0,44.43243243,0,#N/A,#N/A
242,0,0,49.05882353,0,#N/A,#N/A
126,0,0,43.41666667,0,#N/A,#N/A
147,0,0,43.61111111,0,#N/A,#N/A
342,0,0,39.33333333,0,#N/A,#N/A
60,0,0,50,#N/A,0,#N/A
127,0,0,44.30555556,0,#N/A,#N/A
149,0,0,48.5,0,#N/A,#N/A
350,0,0,43.5,0,#N/A,#N/A
99,0,0,40,0,#N/A,#N/A
173,0,0,41.94594595,0,#N/A,#N/A
151,0,0,43.44444444,0,#N/A,#N/A
285,0,0,44.13157895,0,#N/A,#N/A
248,1,0,63.29411765,#N/A,0,#N/A
176,0,0,42.72972973,0,#N/A,#N/A
152,6,0,48.61111111,0,#N/A,#N/A
289,0,0,49.09090909,0,#N/A,#N/A
250,1,0,63.14705882,#N/A,0,#N/A
178,0,0,42.18918919,0,#N/A,#N/A
153,0,0,60,#N/A,0,#N/A
293,0,0,61.57575758,#N/A,0,#N/A
19,0,0,47.28571429,0,#N/A,#N/A
295,0,0,47.93939394,0,#N/A,#N/A
253,1,0,54.20588235,#N/A,0,#N/A
297,0,0,48.48484848,0,#N/A,#N/A
155,10,0,61.08333333,#N/A,0,#N/A
15,2,0,46.83333333,0,#N/A,#N/A
101,0,0,47.11764706,0,#N/A,#N/A
183,0,0,43.45945946,0,#N/A,#N/A
256,0,0,52.05882353,#N/A,0,#N/A
185,0,0,43.27027027,0,#N/A,#N/A
257,0,0,51.41176471,#N/A,0,#N/A
186,0,0,43.40540541,0,#N/A,#N/A
34,0,0,59.05555556,#N/A,0,#N/A
307,0,0,42.75757576,0,#N/A,#N/A
63,0,0,45,0,#N/A,#N/A
189,0,0,46.40540541,0,#N/A,#N/A
260,0,0,52.79411765,#N/A,0,#N/A
73,0,0,44.11111111,0,#N/A,#N/A
261,0,0,52.41176471,#N/A,0,#N/A
192,0,0,43.21621622,0,#N/A,#N/A
262,0,0,44.41666667,0,#N/A,#N/A
7,0,0,50,#N/A,0,#N/A
64,0,0,48.19444444,0,#N/A,#N/A
317,0,0,44.15151515,0,#N/A,#N/A
160,0,0,43.19444444,0,#N/A,#N/A
319,0,0,39.21212121,0,#N/A,#N/A
265,0,0,43.35294118,0,#N/A,#N/A
25,0,0,47.28571429,0,#N/A,#N/A
161,0,0,50,#N/A,0,#N/A
43,0,0,45,0,#N/A,#N/A
267,0,0,45,0,#N/A,#N/A
199,0,0,48.22222222,0,#N/A,#N/A
268,2,0,103.1578947,#N/A,#N/A,0
327,0,0,43.13888889,0,#N/A,#N/A
269,0,0,49.05263158,0,#N/A,#N/A
329,0,0,59.05555556,#N/A,0,#N/A
35,0,0,40,0,#N/A,#N/A
27,0,0,40.77142857,0,#N/A,#N/A
36,0,0,44.05555556,0,#N/A,#N/A
124,0,0,44.05882353,0,#N/A,#N/A
13,1,0,45,0,#N/A,#N/A
335,0,0,43.19444444,0,#N/A,#N/A
21,0,0,51.65714286,#N/A,0,#N/A
337,0,0,48.25,0,#N/A,#N/A
14,0,0,48.17142857,0,#N/A,#N/A
207,0,0,47.47222222,0,#N/A,#N/A
167,0,0,43.5,0,#N/A,#N/A
341,0,0,48.19444444,0,#N/A,#N/A
168,0,0,43.30555556,0,#N/A,#N/A
209,0,0,43.16666667,0,#N/A,#N/A
169,0,0,57.55555556,#N/A,0,#N/A
345,0,0,47.02777778,0,#N/A,#N/A
170,0,0,39.11111111,0,#N/A,#N/A
347,1,0,51.27777778,#N/A,0,#N/A
279,1,0,54.21052632,#N/A,0,#N/A
212,0,0,43.47222222,0,#N/A,#N/A
280,5,0,60,#N/A,0,#N/A
47,0,0,43.30555556,0,#N/A,#N/A
171,0,0,39.62162162,0,#N/A,#N/A
(blank),,,,0,#N/A,#N/A
(blank),,,,0,#N/A,#N/A
